,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREE,OWNER2,ROUTE,MILEPOINT,DESCRIPTIO,TIMES,OWNER,TYPE,INTID,ATMSID,geometry
876,877,MPW005313,SIG005313,SOUTHERN HEIGHTS,3RD,S,I-264,0.087,SOUTHERN HEIGHTS @ 3RD,24 HOURS,KYTC,1,180126051643,,POINT (-85.76488149473475 38.189169366097566)
877,878,MPW007188,SIG007188,GRADE,PRESTON,S,KY-61,7.358000000000001,GRADE @ PRESTON,24 HOURS,KYTC,1,182422594514,,POINT (-85.71846098251565 38.18009754867926)
878,879,MPW008187,SIG008187,POPLAR LEVEL,POPLAR PLACE,S,KY-864,10.08,POPLAR LEVEL @ POPLAR PLACE,24 HOURS,KYTC,1,182435123D56,,POINT (-85.69419922723074 38.180395572729694)
879,880,MPW008306,SIG008306,POPLAR LEVEL,PRODUCE,S,KY-864,9.870000000000001,POPLAR LEVEL @ PRODUCE,24 HOURS,KYTC,1,2,,POINT (-85.69193595401303 38.17919036306641)
880,881,MPW005130,SIG005130,3RD,TENNY,S,KY-1020,7.47,3RD @ TENNY,24 HOURS,KYTC,1,183116438660,,POINT (-85.76705351835848 38.17692504668786)
881,882,MPW008752,SIG008752,POPLAR LEVEL,RANGELAND,S,KY-864,8.88,POPLAR LEVEL @ RANGELAND,24 HOURS,KYTC,1,2,,POINT (-85.68174200646993 38.16727775529624)
882,883,MPW018010,SIG018010,FOREST,PRESTON,S,KY-61,5.67,FOREST @ PRESTON,24 HOURS,KYTC,1,187852272514,,POINT (-85.69924879790429 38.16087874297507)
883,884,MPW004441,SIG004441,NEW CUT,KY-841 RAMP,S,KY-1865,0.67,NEW CUT @ KY-841 RAMP,24 HOURS,KYTC,1,196184553E918,,POINT (-85.77698948679654 38.12167552097532)
884,885,MPW005221,SIG005221,3RD,WELLINGTON,M,,,3RD @ WELLINGTON,24 HOURS,METRO,1,201386438710,,POINT (-85.76581141454426 38.183916025230666)
885,886,MPW005569,SIG005569,ENTERPRISE,NATIONAL,S,KY-1020,5.18,ENTERPRISE @ NATIONAL,24 HOURS,KYTC,1,203691955453,,POINT (-85.75943804821436 38.14737096940725)
886,887,MPW008888,SIG008888,BASHFORD MANOR,NEWBURG,S,KY-1703,1.55,BASHFORD MANOR @ NEWBURG,24 HOURS,KYTC,1,204260404455,,POINT (-85.67916306615686 38.19534585830531)
887,888,MPW005953,SIG005953,CRITTENDEN,I 264 RAMP,S,KY-1631,0.2,CRITTENDEN @ I 264 RAMP,24 HOURS,KYTC,1,210131342999,,POINT (-85.75089239271522 38.191401641499446)
888,889,MPW000102,SIG000102,TRADE PORT,GREENBELT,S,KY-1934,2.88,TRADE PORT @ GREENBELT,24 HOURS,KYTC,1,221912012832,,POINT (-85.89312136938372 38.12544735960451)
889,890,MPW001450,SIG001450,STONESTREET,VALLEY COLLEGE,M,,,STONESTREET @ VALLEY COLLEGE,24 HOURS,METRO,1,223056179840,,POINT (-85.84440589408274 38.11800993759171)
890,891,MPW001513,SIG001513,3RD STREET,VALLEY STATION,S,KY-907,1.44,3RD STREET @ VALLEY STATION,24 HOURS,KYTC,1,224706440682,,POINT (-85.84150690409564 38.107297763021386)
891,892,MPW000738,SIG000738,DIXIE,VALLEY STATION,S,US-31W,8.63,DIXIE @ VALLEY STATION,24 HOURS,KYTC,1,230921612682,,POINT (-85.86672124326881 38.10765332874228)
892,893,MPW000538,SIG000538,DIXIE GARDEN,DIXIE,S,US-31W,7.98,DIXIE GARDEN @ DIXIE,24 HOURS,KYTC,1,231081611161,,POINT (-85.87192632030637 38.0990503208774)
893,894,MPW001727,SIG001727,GRASTON,ROCKFORD,S,KY-2051,0.65,GRASTON @ ROCKFORD,24 HOURS,KYTC,1,236552621556,,POINT (-85.83494607278956 38.176016817035126)
894,895,MPW009056,SIG009056,MCCAWLEY,JEFFERSON,M,,,MCCAWLEY @ JEFFERSON,24 HOURS,METRO,1,242264280833,,POINT (-85.67473120969336 38.14380056475821)
895,896,MPW017862,SIG017862,SHERBURN,BOWLING,M,,,SHERBURN @ BOWLING,24 HOURS,METRO,1,2943159508963,,POINT (-85.62839622056367 38.245177000096255)
896,897,MPW018008,SIG018008,CHAMBERLAIN,I 265 RAMP,M,,,CHAMBERLAIN @ I 265 RAMP,24 HOURS,METRO,1,17381053999,,POINT (-85.5405188678222 38.295443423015634)
897,898,MPW017870,SIG017870,BARDSTOWN,PARIS,S,US-31E,11.174000000000001,BARDSTOWN @ PARIS,24 HOURS,KYTC,1,37640384495,,POINT (-85.66337910463136 38.20117327453343)
898,899,MPW017867,SIG017867,EASTERN,3RD,S,US-60,3.5,EASTERN @ 3RD,24 HOURS,KYTC,1,142781835643,,POINT (-85.75989157899609 38.21349119951633)
899,900,MPW003303,SIG003303,CYPRESS,DUMESNIL,M,,,CYPRESS @ DUMESNIL,24 HOURS,METRO,1,150641374169,,POINT (-85.797744784683 38.23653295905858)
900,901,MPW006947,SIG006947,BARRET,KENTUCKY,M,,,BARRET @ KENTUCKY,24 HOURS,METRO,1,151520395353,,POINT (-85.72826737419243 38.236516266515096)
901,902,MPW004161,SIG004161,BERRY,TAYLOR,S,US-60,1.473,BERRY @ TAYLOR,24 HOURS,KYTC,1,152880505639,,POINT (-85.78296072657722 38.19626726754203)
902,903,MPW006848,SIG006848,E MAIN ST,S JOHNSON ST,S,US 31W,16.739,E MAIN ST @ S JOHNSON ST,24 HOURS,KYTC,1,155203351335,,POINT (-85.7312820303935 38.25387421188405)
903,904,MPW006733,SIG006733,JEFFERSON,WENZEL,M,,,JEFFERSON @ WENZEL,24 HOURS,METRO,1,155333326710,,POINT (-85.73424732082293 38.25136432521936)
904,905,MPW005558,SIG005558,BROADWAY,6TH,S,US 150,2.172,BROADWAY @ 6TH,24 HOURS,KYTC,1,155560702600,,POINT (-85.7617219163214 38.246330901684054)
905,906,MPW005640,SIG005640,BROADWAY,5TH,S,US 150,2.291,BROADWAY @ 5TH,24 HOURS,KYTC,1,155580702220,,POINT (-85.7600512517023 38.24620850296738)
906,907,MPW005785,SIG005785,BROADWAY,3RD,S,US 150,2.474,BROADWAY @ 3RD,24 HOURS,KYTC,1,155610702643,,POINT (-85.75672085124972 38.245965037886826)
907,908,MPW006927,SIG006927,BAXTER,PAYNE,S,US-31E,16.137,BAXTER @ PAYNE,24 HOURS,KYTC,1,155620417499,,POINT (-85.72896250448512 38.246244693988274)
908,909,MPW005804,SIG005804,CHESTNUT,3RD,M,KY-1020,12.295,CHESTNUT @ 3RD,24 HOURS,METRO,1,155851114643,,POINT (-85.75622706111369 38.248770649866934)
909,910,MPW005507,SIG005507,CHESTNUT,7TH,M,,,CHESTNUT @ 7TH,24 HOURS,METRO,1,156161114589,,POINT (-85.76284486974254 38.24950009804941)
910,911,MPW002928,SIG002928,DIXIE,NOBEL,S,US-31W,15.72,DIXIE @ NOBEL,24 HOURS,KYTC,1,157931612310,,POINT (-85.80471547761928 38.197103054505796)
911,912,MPW008332,SIG008332,BAYLY,FRANKFORT,S,US-60,1.51,BAYLY @ FRANKFORT,24 HOURS,KYTC,1,159360423232,,POINT (-85.6929954371634 38.254652520747946)
912,913,MPW007703,SIG007703,CHEROKEE,GRINSTEAD,S,US-60,7.753,CHEROKEE @ GRINSTEAD,24 HOURS,KYTC,1,160131099266,,POINT (-85.70527801317527 38.24332420377391)
913,914,MPW005910,SIG005910,FLOYD,MAGNOLIA,M,,,FLOYD @ MAGNOLIA,24 HOURS,METRO,1,161562254412,,POINT (-85.75271428266325 38.22822993191987)
914,915,MPW005878,SIG005878,FLOYD,HILL,M,,,FLOYD @ HILL,24 HOURS,METRO,1,161862254293,,POINT (-85.75332090918566 38.22486261467328)
915,916,MPW006172,SIG006172,JACKSON,KENTUCKY,S,KY-61,11.761000000000001,JACKSON @ KENTUCKY,24 HOURS,KYTC,1,163453292353,,POINT (-85.7469074236173 38.237568732588734)
916,917,MPW006354,SIG006354,CLAY,KENTUCKY,M,,,CLAY @ KENTUCKY,24 HOURS,METRO,1,163501167353,,POINT (-85.74286840334526 38.23715424426723)
917,918,MPW006580,SIG006580,JEFFERSON,SHELBY,M,,,JEFFERSON @ SHELBY,24 HOURS,METRO,1,163943326593,,POINT (-85.73828632860533 38.251806072830696)
918,919,MPW006571,SIG006571,LIBERTY,SHELBY,M,,,LIBERTY @ SHELBY,24 HOURS,METRO,1,164033844593,,POINT (-85.73851863558863 38.25045979319112)
919,920,MPW006168,SIG006168,CHESTNUT,PRESTON,S,KY-61,12.546000000000001,CHESTNUT @ PRESTON,24 HOURS,KYTC,1,164361113514,,POINT (-85.74719750055695 38.24779867994307)
920,921,MPW006146,SIG006146,BROADWAY,PRESTON,S,US 150,2.964,BROADWAY @ PRESTON,24 HOURS,KYTC,1,164750701514,,POINT (-85.74758982641393 38.245291534473225)
921,922,MPW006430,SIG006430,BROADWAY,CLAY,S,US 150,3.303,BROADWAY @ CLAY,24 HOURS,KYTC,1,164790701116,,POINT (-85.74154152558324 38.244838376728794)
922,923,MPW006739,SIG006739,BARRET,BROADWAY,S,US 150,3.719,BARRET @ BROADWAY,24 HOURS,KYTC,1,164850395070,,POINT (-85.7339639246475 38.2442701215414)
923,924,MPW005291,SIG005291,8TH,KENTUCKY,M,,,8TH @ KENTUCKY,24 HOURS,METRO,1,166571885353,,POINT (-85.76616228029015 38.240208128133645)
924,925,MPW005676,SIG005676,ARMORY,LIBERTY,M,,,ARMORY @ LIBERTY,24 HOURS,METRO,1,167300167384,,POINT (-85.759564727711 38.25333700596011)
925,926,MPW005610,SIG005610,6TH,MUHAMMAD ALI,M,,,6TH @ MUHAMMAD ALI,24 HOURS,METRO,1,167426009701,,POINT (-85.76080610070053 38.25150387720121)
926,927,MPW005879,SIG005879,LIBERTY,2ND,S,KY-1020,12.572000000000001,LIBERTY @ 2ND,24 HOURS,KYTC,1,167723845587,,POINT (-85.75392580329543 38.25271408338919)
927,928,MPW005934,SIG005934,1ST,MUHAMMAD ALI,M,,,1ST @ MUHAMMAD ALI,24 HOURS,METRO,1,167802223701,,POINT (-85.75252803346397 38.2505988058887)
928,929,MPW006063,SIG006063,BINGHAM,WITHERSPOON,S,KY-3077,0.653,BINGHAM @ WITHERSPOON,24 HOURS,KYTC,1,167858618861,,POINT (-85.75039551513878 38.257646715038774)
929,930,MPW004951,SIG004951,MARKET,13TH,S,US 31W,21.008000000000003,MARKET @ 13TH,24 HOURS,KYTC,1,167944214644,,POINT (-85.7716655416404 38.25687419604354)
930,931,MPW004937,SIG004937,JEFFERSON,13TH,M,,,JEFFERSON @ 13TH,24 HOURS,METRO,1,168003327644,,POINT (-85.7719450331877 38.25548157301026)
931,932,MPW005400,SIG005400,MAIN,9TH,S,US 31W,21.473000000000003,MAIN @ 9TH,24 HOURS,KYTC,1,168784139456,,POINT (-85.76480352514885 38.25754030687284)
932,933,MPW005344,SIG005344,ROY WILKINS,MUHAMMAD ALI,M,,,ROY WILKINS @ MUHAMMAD ALI,24 HOURS,METRO,1,168866207701,,POINT (-85.76560293849032 38.25203546275892)
933,934,MPW002027,SIG002027,CANE RUN,RALPH,S,KY-1934,10.09,CANE RUN @ RALPH,24 HOURS,KYTC,1,174750934539,,POINT (-85.8254916864101 38.20835964766344)
934,935,MPW001969,SIG001969,CANE RUN,I 264 RAMP,S,KY-1934,9.96,CANE RUN @ I 264 RAMP,24 HOURS,KYTC,1,176770934999,,POINT (-85.82687556690227 38.20729036817982)
935,936,MPW001898,SIG001898,CANE RUN,I 264 RAMP,S,KY-1934,9.84,CANE RUN @ I 264 RAMP,24 HOURS,KYTC,1,176790934999,,POINT (-85.82862857389753 38.20597087570516)
936,937,MPW004425,SIG004425,NEW CUT,KY-841 RAMP,S,KY-1865,0.68,NEW CUT @ KY-841 RAMP,24 HOURS,KYTC,1,177554553E918,,POINT (-85.77720654796966 38.11934620725392)
937,938,MPW008009,SIG008009,FERN VALLEY,PRESTON,S,KY-61,5.36,FERN VALLEY @ PRESTON,24 HOURS,KYTC,1,2,,POINT (-85.69696588158327 38.1568493976473)
938,939,MPW003131,SIG003131,ANNA,MANSLICK,S,KY-1931,7.377000000000001,ANNA @ MANSLICK,24 HOURS,KYTC,1,181990125416,,POINT (-85.79919847346011 38.18126311974052)
939,940,MPW007692,SIG007692,PRESTON,VINEWOOD,S,KY-61,6.13,PRESTON @ VINEWOOD,24 HOURS,KYTC,1,2,,POINT (-85.7041317384413 38.16645617215128)
940,941,MPW008243,SIG008243,OAKLAWN,PRESTON,S,KY-61,4.76,OAKLAWN @ PRESTON,24 HOURS,KYTC,1,189554726514,,POINT (-85.69248033863609 38.148806911762364)
941,942,MPW009091,SIG009091,OUTER,LAUREL RIDGE,S,KY-1065,6.86,OUTER @ LAUREL RIDGE,24 HOURS,KYTC,1,192694815679,,POINT (-85.67375023110152 38.13794429948982)
942,943,MPW007741,SIG007741,OUTER,I 65 RAMP,S,KY-1065,5.18,OUTER @ I 65 RAMP,24 HOURS,KYTC,1,194324815999,,POINT (-85.7023003366113 38.136723331654046)
943,944,MPW005200,SIG005200,3RD,WOODLAWN,M,,,3RD @ WOODLAWN,24 HOURS,METRO,1,201456438729,,POINT (-85.76622375199699 38.181576042327414)
944,945,MPW006041,SIG006041,NATIONAL,KY-841 RAMP,S,KY-1020,3.0,NATIONAL @ KY-841 RAMP,24 HOURS,KYTC,1,211074535E918,,POINT (-85.74816523755196 38.11927820965781)
945,946,MPW000466,SIG000466,JOHNSONTOWN,TERRY,S,KY-1727,1.04,JOHNSONTOWN @ TERRY,24 HOURS,KYTC,1,222433355664,,POINT (-85.87474052720688 38.12173649274431)
946,947,MPW017878,SIG017878,DIXIE,WITTEN,S,US-31W,9.99,DIXIE @ WITTEN,24 HOURS,KYTC,1,229211612725,,POINT (-85.85321421638434 38.12418999201715)
947,948,MPW000937,SIG000937,CANE RUN,TERRY,S,KY 1934,7.182,CANE RUN @ TERRY,24 HOURS,KYTC,1,230290934664,,POINT (-85.86194784723745 38.17812429293591)
948,949,MPW000195,SIG000195,DIXIE,LANDSTAR,S,US 31W,5.4,DIXIE @ LANDSTAR,24 HOURS,KYTC,1,231481612D46,,POINT (-85.88527359722129 38.06575280393548)
949,950,MPW000578,SIG000578,GREENWOOD,TERRY,S,KY-1727,1.6,GREENWOOD @ TERRY,24 HOURS,KYTC,1,235012653664,,POINT (-85.87187160540755 38.14472655250839)
950,951,MPW001018,SIG001018,BRIDWELL,CANE RUN,S,KY-1934,7.37,BRIDWELL @ CANE RUN,24 HOURS,KYTC,1,236820834093,,POINT (-85.85937200349093 38.17989891157978)
951,952,MPW005385,SIG005385,CENTRAL,3RD,S,KY-1020,9.47,CENTRAL @ 3RD,24 HOURS,KYTC,1,247001041643,,POINT (-85.76395033277316 38.20475392017871)
952,953,MPW009226,SIG009226,FERN VALLEY,JEFFERSON,S,KY-1747,3.33,FERN VALLEY @ JEFFERSON,24 HOURS,KYTC,1,2,,POINT (-85.67150932881613 38.15694863401824)
953,954,MPW017861,SIG017861,POPLAR LEVEL,FERN VALLEY,S,KY-864,7.17,POPLAR LEVEL @ FERN VALLEY,24 HOURS,KYTC,1,82525123836,,POINT (-85.64864482164323 38.15845583248971)
954,955,MPW007619,SIG007619,POPLAR LEVEL,I 264 RAMP,S,KY-864,11.32,POPLAR LEVEL @ I 264 RAMP,24 HOURS,KYTC,1,154295123999,,POINT (-85.70762098833998 38.19553005070424)
955,956,MPW006753,SIG006753,MAIN,WENZEL,S,US 31W,16.808,MAIN @ WENZEL,24 HOURS,KYTC,1,155174138710,,POINT (-85.73375860407232 38.254142815888194)
956,957,MPW006587,SIG006587,MARKET,SHELBY,S,US 31W,16.936,MARKET @ SHELBY,24 HOURS,KYTC,1,155264213593,,POINT (-85.73803735929096 38.25318946139791)
957,958,MPW006518,SIG006518,E MAIN ST,S CLAY ST,S,US 31W,17.139,E MAIN ST @ S CLAY ST,24 HOURS,KYTC,1,156021166116,,POINT (-85.73981129014881 38.25479595591312)
958,959,MPW007867,SIG007867,BROWNSBORO,EWING,S,US-42,1.846,BROWNSBORO @ EWING,24 HOURS,KYTC,1,156250724199,,POINT (-85.70165823392077 38.25831350230845)
959,960,MPW008660,SIG008660,GOLDSMITH,NEWBURG,S,KY-1703,2.0,GOLDSMITH @ NEWBURG,24 HOURS,KYTC,1,156692585455,,POINT (-85.68491696691584 38.20009817528674)
960,961,MPW007190,SIG007190,CHEROKEE,GRINSTEAD,S,KY-2860,0.517,CHEROKEE @ GRINSTEAD,24 HOURS,KYTC,1,160371100266,,POINT (-85.71954931359191 38.2391855750169)
961,962,MPW006457,SIG006457,KENTUCKY,SHELBY,S,KY-864,14.950000000000001,KENTUCKY @ SHELBY,24 HOURS,KYTC,1,163513531593,,POINT (-85.74085065458215 38.23694709709381)
962,963,MPW006313,SIG006313,JACKSON,MARKET,S,US 31W,17.265,JACKSON @ MARKET,24 HOURS,KYTC,1,163813292421,,POINT (-85.74408770813308 38.253836573117376)
963,964,MPW006413,SIG006413,HANCOCK,MARKET,S,US 31W,17.158,HANCOCK @ MARKET,24 HOURS,KYTC,1,163822796421,,POINT (-85.74206563872234 38.25363258625907)
964,965,MPW006643,SIG006643,CAMPBELL,LIBERTY,M,,,CAMPBELL @ LIBERTY,24 HOURS,METRO,1,164050924384,,POINT (-85.7365050113916 38.250237577309704)
965,966,MPW006181,SIG006181,PRESTON,MUHAMMAD ALI,S,KY-61,12.700000000000001,PRESTON @ MUHAMMAD ALI,24 HOURS,KYTC,1,164085143701,,POINT (-85.74681592699774 38.249984360106)
966,967,MPW006724,SIG006724,LIBERTY,WENZEL,M,,,LIBERTY @ WENZEL,24 HOURS,METRO,1,164103844710,,POINT (-85.73448538023499 38.25001901468626)
967,968,MPW006370,SIG006370,HANCOCK,MUHAMMAD ALI,M,,,HANCOCK @ MUHAMMAD ALI,24 HOURS,METRO,1,164132796701,,POINT (-85.74278874073308 38.24954379021705)
968,969,MPW005855,SIG005855,CHESTNUT,2ND,S,KY-1020,12.288,CHESTNUT @ 2ND,24 HOURS,KYTC,1,164241114587,,POINT (-85.75457078719576 38.24858859625848)
969,970,MPW006099,SIG006099,CHESTNUT,FLOYD,M,,,CHESTNUT @ FLOYD,24 HOURS,METRO,1,164331113225,,POINT (-85.74923618218499 38.24801334841213)
970,971,MPW006665,SIG006665,CHESTNUT,CHESTNUT STREET CONNECTOR,S,KY-864,15.596,CHESTNUT @ CHESTNUT STREET CONNECTOR,24 HOURS,KYTC,1,164551113853,,POINT (-85.73599884866219 38.246578724291574)
971,972,MPW006603,SIG006603,BROADWAY,CAMPBELL,S,US 150,3.514,BROADWAY @ CAMPBELL,24 HOURS,KYTC,1,164820701092,,POINT (-85.73748450293172 38.2445406482305)
972,973,MPW006228,SIG006228,MAIN,PRESTON,S,US 31W,17.456,MAIN @ PRESTON,24 HOURS,KYTC,1,165034138514,,POINT (-85.74587166006063 38.25544918644544)
973,974,MPW007144,SIG007144,FRANKFORT,STORY,S,US-42,0.675,FRANKFORT @ STORY,24 HOURS,KYTC,1,165512323618,,POINT (-85.72147024788048 38.258850362640715)
974,975,MPW007329,SIG007329,FRANKFORT,STATE,S,US-60,0.237,FRANKFORT @ STATE,24 HOURS,KYTC,1,165782323613,,POINT (-85.71551763374798 38.25643254340868)
975,976,MPW004390,SIG004390,15TH,HILL,M,,,15TH @ HILL,24 HOURS,METRO,1,166262204293,,POINT (-85.78013006818975 38.22796327649305)
976,977,MPW005354,SIG005354,OAK,7TH,M,,,OAK @ 7TH,24 HOURS,METRO,1,166814719589,,POINT (-85.76509474435484 38.23545975857147)
977,978,MPW005448,SIG005448,OAK,6TH,M,,,OAK @ 6TH,24 HOURS,METRO,1,166824719600,,POINT (-85.76365130453404 38.23532691323036)
978,979,MPW005702,SIG005702,5TH,JEFFERSON,M,,,5TH @ JEFFERSON,24 HOURS,METRO,1,167252207332,,POINT (-85.7586765246842 38.2540247737531)
979,980,MPW005698,SIG005698,5TH,LIBERTY,M,,,5TH @ LIBERTY,24 HOURS,METRO,1,167312207384,,POINT (-85.75880938028529 38.25325287131448)
980,981,MPW006081,SIG006081,E MAIN ST,N BROOK ST,S,US 31W,17.699,E MAIN ST @ N BROOK ST,24 HOURS,KYTC,1,167600706070,,POINT (-85.74991312562425 38.25589772366538)
981,982,MPW004905,SIG004905,13TH,MUHAMMAD ALI,M,,,13TH @ MUHAMMAD ALI,24 HOURS,METRO,1,168206442701,,POINT (-85.7724209066339 38.25278254508821)
982,983,MPW005000,SIG005000,12TH,MUHAMMAD ALI,M,,,12TH @ MUHAMMAD ALI,24 HOURS,METRO,1,168226566701,,POINT (-85.77073222516006 38.25259788013133)
983,984,MPW005395,SIG005395,8TH,MAGAZINE,M,,,8TH @ MAGAZINE,24 HOURS,METRO,1,168571885412,,POINT (-85.76473210333803 38.248376226418166)
984,985,MPW003770,SIG003770,BANK,26TH,S,KY-3082,1.09,BANK @ 26TH,24 HOURS,KYTC,1,171090370658,,POINT (-85.79097726853793 38.26933334402917)
985,986,MPW001734,SIG001734,CANE RUN,KRAMERS,S,KY-1934,9.36,CANE RUN @ KRAMERS,24 HOURS,KYTC,1,176810934358,,POINT (-85.83500313382929 38.20113514103014)
986,987,MPW001767,SIG001767,CANE RUN,FARNSLEY,S,KY-1934,9.63,CANE RUN @ FARNSLEY,24 HOURS,KYTC,1,176910934214,,POINT (-85.83303561402482 38.202622428262)
987,988,MPW006930,SIG006930,PRESTON,I 264 RAMP,S,KY-61,8.3,PRESTON @ I 264 RAMP,24 HOURS,KYTC,1,179155144999,,POINT (-85.72778305199992 38.1918496905059)
988,989,MPW005321,SIG005321,FLORENCE,3RD,S,I-264,0.65,FLORENCE @ 3RD,24 HOURS,KYTC,1,179272250643,,POINT (-85.76489694526376 38.19118381693542)
989,990,MPW002900,SIG002900,ARNOLDTOWN,3RD STREET,S,KY-907,3.99,ARNOLDTOWN @ 3RD STREET,24 HOURS,KYTC,1,195910170644,,POINT (-85.80360316980824 38.121217039854095)
990,991,MPW006045,SIG006045,NATIONAL,KY-841 RAMP,S,KY-1020,3.01,NATIONAL @ KY-841 RAMP,24 HOURS,KYTC,1,197234535E918,,POINT (-85.74797696339039 38.11669772522921)
991,992,MPW008991,SIG008991,PRESTON,I 265 RAMP,S,KY-61,2.02,PRESTON @ I 265 RAMP,24 HOURS,KYTC,1,197965144999,,POINT (-85.67543641651412 38.11184537895443)
992,993,MPW004075,SIG004075,BICKNELL,TAYLOR,S,KY-1865,5.285,BICKNELL @ TAYLOR,24 HOURS,KYTC,1,201110525639,,POINT (-85.78376551769789 38.183116225423646)
993,994,MPW007076,SIG007076,FERN VALLEY,I 65 RAMP,S,KY-1747,0.55,FERN VALLEY @ I 65 RAMP,24 HOURS,KYTC,1,206412190999,,POINT (-85.72206142037265 38.15798636490243)
994,995,MPW006776,SIG006776,ASHBOTTOM,GRADE,M,,,ASHBOTTOM @ GRADE,24 HOURS,METRO,1,206810184259,,POINT (-85.73128982858162 38.158442795436336)
995,996,MPW004524,SIG004524,NEW CUT,PALATKA,S,KY-1865,3.01,NEW CUT @ PALATKA,24 HOURS,KYTC,1,207884553493,,POINT (-85.77635674394222 38.15079893866145)
996,997,MPW001880,SIG001880,DIXIE,UPPER HUNTERS,S,US-31W,13.27,DIXIE @ UPPER HUNTERS,24 HOURS,KYTC,1,216081612670,,POINT (-85.82848362172098 38.168551577980864)
997,998,MPW001809,SIG001809,DIXIE,MEYERS,S,US-31W,13.08,DIXIE @ MEYERS,24 HOURS,KYTC,1,217291612435,,POINT (-85.8303099157447 38.164926279744535)
998,999,MPW001353,SIG001353,LOWER HUNTERS,SKY BLUE,M,,,LOWER HUNTERS @ SKY BLUE,24 HOURS,METRO,1,218083969601,,POINT (-85.84933853191343 38.15863660758551)
999,1000,MPW000211,SIG000211,GREENWOOD,GREENBELT,S,KY-1934,4.44,GREENWOOD @ GREENBELT,24 HOURS,KYTC,1,218632653832,,POINT (-85.88641713338174 38.146947534835704)
1000,1001,MPW000105,SIG000105,LOWER RIVER,GREENBELT,S,KY-1934,1.03,LOWER RIVER @ GREENBELT,24 HOURS,KYTC,1,225963970832,,POINT (-85.89202947345544 38.09821281807819)
1001,1002,MPW009241,SIG009241,POPLAR LEVEL,JEFFERSON,S,KY-864,8.05,POPLAR LEVEL @ JEFFERSON,24 HOURS,KYTC,1,2,,POINT (-85.67133677227442 38.160109777896785)
1002,1003,MPW017866,SIG017866,4TH,UNITY,M,,,4TH @ UNITY,24 HOURS,METRO,1,290362305D964,,POINT (-85.76354926413494 38.21667369087842)
1003,1004,MPW006528,SIG006528,BURNETT,HICKORY,M,,,BURNETT @ HICKORY,24 HOURS,METRO,3,139150774291,,POINT (-85.73899891042387 38.22271242505729)
1004,1005,MPW005565,SIG005565,STEEDLY,STRAWBERRY,M,,,STEEDLY @ STRAWBERRY,24 HOURS,METRO,3,187686145619,,POINT (-85.75983444176806 38.1616283183266)
1005,1006,MPW018041,SIG006911,BAXTER,HULL,S,US 31E,16.185000000000002,BAXTER @ HULL,24 HOURS,KYTC,2,155800417301,,POINT (-85.72927454897176 38.24664720330039)
1006,1007,MPW018021,SIG007988,BARDSTOWN,PRINCETON,S,US 31E,,BARDSTOWN @ PRINCETON,24 HOURS,KYTC,2,138270384515,,POINT (-85.695511801383 38.225290990082)
1007,1008,MPW006089,SIG006089,FLOYD,GRAY,M,,,FLOYD @ GRAY,24 HOURS,METRO,3,164492254262,,POINT (-85.74946482912549 38.246711036075595)
1008,1009,MPW016332,SIG016332,LEPANTO,MADISON,S,,,LEPANTO @ MADISON,24 HOURS,KYTC,3,271840939985,,POINT (-85.54105305534412 38.24868638508936)
1009,1010,MPW000099,SIG000099,ASHBY,GREENBELT,S,KY-1934,1.9,ASHBY @ GREENBELT,24 HOURS,KYTC,1,224990187832,,POINT (-85.89434642503645 38.1107512639907)
1010,1011,MPW018026,SIG007657,BARDSTOWN,BONNYCASTLE,S,US 31E,,BARDSTOWN @ BONNYCASTLE,24 HOURS,KYTC,2,136270384060,,POINT (-85.70517239870959 38.23092219055189)
1011,1012,MPW012811,SIG012811,LYNDON,HERR,S,KY-2050,0.551,LYNDON @ HERR,24 HOURS,KYTC,3,44092774290,,POINT (-85.61005497156243 38.26529149634656)
1012,1013,MPW003022,SIG003022,BROADWAY,31ST,M,,,BROADWAY @ 31ST,24 HOURS,METRO,3,129690702645,,POINT (-85.80368260099031 38.24974118085104)
1013,1014,MPW006773,SIG006773,ELLISON,ST MICHAEL,M,,,ELLISON @ ST MICHAEL,24 HOURS,METRO,3,136491915580,,POINT (-85.73276578231925 38.22967553174552)
1014,1015,MPW018018,SIG007988,BARDSTOWN,RICHMOND,S,US 31E,13.966000000000001,BARDSTOWN @ RICHMOND,24 HOURS,KYTC,2,172550384550,,POINT (-85.69874202463716 38.22696837579705)
1015,1016,MPW006967,SIG006967,CABEL,STORY,S,US 42,0.272,CABEL @ STORY,24 HOURS,KYTC,3,155050898618,,POINT (-85.7280848362439 38.25595328438311)
1016,1017,MPW005619,SIG005619,CEDAR,6TH,M,,,CEDAR @ 6TH,24 HOURS,METRO,3,167351031600,,POINT (-85.7605935753549 38.25273041788953)
1017,1018,MPW018037,SIG007065,BARDSTOWN,GRINSTEAD,S,US 31E,16.185000000000002,BARDSTOWN @ GRINSTEAD,24 HOURS,KYTC,2,160420384266,,POINT (-85.72042321986423 38.23811278651395)
1018,1019,MPW018034,SIG007184,BARDSTOWN,LONGEST,S,US 31E,15.565000000000001,BARDSTOWN @ LONGEST,24 HOURS,KYTC,2,160670384393,,POINT (-85.71601614478446 38.235686325961986)
